,content,sentiment
7716,the conversation with roger was hilarious,joy
7717,the conversation with roger was amazing,joy
7718,the conversation with roger was wonderful,joy
7719,the conversation with roger was great,joy
7720,the conversation with alan was irritating,anger
7721,the conversation with alan was vexing,anger
7722,the conversation with alan was outrageous,anger
7723,the conversation with alan was annoying,anger
7724,the conversation with alan was displeasing,anger
7725,the conversation with alan was depressing,sadness
7726,the conversation with alan was serious,sadness
7727,the conversation with alan was grim,sadness
7728,the conversation with alan was heartbreaking,sadness
7729,the conversation with alan was gloomy,sadness
7730,the conversation with alan was horrible,fear
7731,the conversation with alan was threatening,fear
7732,the conversation with alan was terrifying,fear
7733,the conversation with alan was shocking,fear
7734,the conversation with alan was dreadful,fear
7735,the conversation with alan was funny,joy
7736,the conversation with alan was hilarious,joy
7737,the conversation with alan was amazing,joy
7738,the conversation with alan was wonderful,joy
7739,the conversation with alan was great,joy
7740,the conversation with frank was irritating,anger
7741,the conversation with frank was vexing,anger
7742,the conversation with frank was outrageous,anger
7743,the conversation with frank was annoying,anger
7744,the conversation with frank was displeasing,anger
7745,the conversation with frank was depressing,sadness
7746,the conversation with frank was serious,sadness
7747,the conversation with frank was grim,sadness
7748,the conversation with frank was heartbreaking,sadness
7749,the conversation with frank was gloomy,sadness
7750,the conversation with frank was horrible,fear
7751,the conversation with frank was threatening,fear
7752,the conversation with frank was terrifying,fear
7753,the conversation with frank was shocking,fear
7754,the conversation with frank was dreadful,fear
7755,the conversation with frank was funny,joy
7756,the conversation with frank was hilarious,joy
7757,the conversation with frank was amazing,joy
7758,the conversation with frank was wonderful,joy
7759,the conversation with frank was great,joy
7760,the conversation with justin was irritating,anger
7761,the conversation with justin was vexing,anger
7762,the conversation with justin was outrageous,anger
7763,the conversation with justin was annoying,anger
7764,the conversation with justin was displeasing,anger
7765,the conversation with justin was depressing,sadness
7766,the conversation with justin was serious,sadness
7767,the conversation with justin was grim,sadness
7768,the conversation with justin was heartbreaking,sadness
7769,the conversation with justin was gloomy,sadness
7770,the conversation with justin was horrible,fear
7771,the conversation with justin was threatening,fear
7772,the conversation with justin was terrifying,fear
7773,the conversation with justin was shocking,fear
7774,the conversation with justin was dreadful,fear
7775,the conversation with justin was funny,joy
7776,the conversation with justin was hilarious,joy
7777,the conversation with justin was amazing,joy
7778,the conversation with justin was wonderful,joy
7779,the conversation with justin was great,joy
7780,the conversation with ryan was irritating,anger
7781,the conversation with ryan was vexing,anger
7782,the conversation with ryan was outrageous,anger
7783,the conversation with ryan was annoying,anger
7784,the conversation with ryan was displeasing,anger
7785,the conversation with ryan was depressing,sadness
7786,the conversation with ryan was serious,sadness
7787,the conversation with ryan was grim,sadness
7788,the conversation with ryan was heartbreaking,sadness
7789,the conversation with ryan was gloomy,sadness
7790,the conversation with ryan was horrible,fear
7791,the conversation with ryan was threatening,fear
7792,the conversation with ryan was terrifying,fear
7793,the conversation with ryan was shocking,fear
7794,the conversation with ryan was dreadful,fear
7795,the conversation with ryan was funny,joy
7796,the conversation with ryan was hilarious,joy
7797,the conversation with ryan was amazing,joy
7798,the conversation with ryan was wonderful,joy
7799,the conversation with ryan was great,joy
7800,the conversation with andrew was irritating,anger
7801,the conversation with andrew was vexing,anger
7802,the conversation with andrew was outrageous,anger
7803,the conversation with andrew was annoying,anger
7804,the conversation with andrew was displeasing,anger
